label,content
F,"Interesting, especially the Corona Billionaires part... https://t.co/7AR9dykXbE"
F,@HistoireSecrete @DrEricDing He said 2.6???? and we still do not know the real numbers do to #China not telling us the truth. Why lock 40m + in there cities if its less than the flu!!!!! #coronavirus
F,@ehbram Maybe indonesian have the antibody of coronavirus
F,Wuhan residents describe ‘doomsday’ scenes as patients overwhelm hospitals https://t.co/unkMhfQekz via @scmpnews #wuhancoronavirus #wuhan
F,"@TheKouk There's a lot of stimulus already happening with Fed spending on drought, bushfire recovery &amp; now coronavirus impacts"
F,Coronavirus outbreak: senior US official accuses China of lack of transparency | World news | The Guardian https://t.co/o4MDYKgw7H
F,"China will help foreign companies resume production, and ensure service for major projects invested by global firms to enhance the country's ability to attract foreign investment, according to the Ministry of Commerce. #ChineseEnterprises https://t.co/M2qqyyRLgO https://t.co/ptVJ361vLF"
F,"Other than CCs or credit lines attached to other accts banks are no in the business. The invest and fee he fuck out of acct holders. Now when firms that actually do loans with paper they hold figure out how to fee less than banks, banks can go away. https://t.co/VBHFG4HFfI"
F,"2) Rabies vax saves thousands of lives each year. If you were exposed (bit by a rabid bat or dog) would you decline the vax? How about tetanus? Have you been vaxed for anything? How do you explain the hundreds of deaths of unvaxed kids from measles in Samoa, end of epidemic when"
F,"Thread by @Jordan_Sather_: The new fad disease called the “coronavirus” is sweeping headlines. Funny enough, there was a patent for the coronaviruwas filed in 2015 and granted in 2018. https://t.co/FXe23zEkJX This assignee of this patent was the governme… https://t.co/NMVbWNkt2H"
F,"#NoMeat_NoCoronaVirus  Sat bhakti cures diseases like AIDS or cancer. By the way, to avoid the corona virus, satbhakti is necessary. https://t.co/kpuSOC2NzU"
F,"@moomoobuddy1 That wasn’t my point. The picture in the article I shared was of 3 students in Manchester, not connected to the outbreak in China. Seems inappropriate to use it just because they are Asian and wearing masks"
F,It's increasingly hard to keep up with what's going on with #Covid19. And numbers are not so relevant any more other than as rough estimates or indications there is activity in Point A or B. with Italy's death toll? How did they surge so far past Iran? https://t.co/Wo7Ak3IxZC
F,#breaking So is this an admission from #china that they have been covering up the #coronavirus until this point? I guess they figured it's too big to hide anymore. https://t.co/gJ9UswZNaA
F,"Stated preference: we’re too atomized, loneliness epidemic, more community, close-knit family ties, bring back churches, civil society! Revealed preference: we want privacy, autonomy, more room, internet/smartphones, more time alone, fewer social constraints, UberEats, Netflix"
F,nytimes Pence Will Control All Coronavirus Messaging From Health Officials. Poor tRumpsters ....they are gonna suffer
F,Uhm is China really welding shut the doors of citizens who need to be quarantined....
F,"@thatginamiller So Gina, are you saying that you don't know what's going on with #Covid_19 because the Government aren't appearing on the BBC? Very strange, I never watch / listen to the BBC and I know"
F,Wales’ first drive-thru Coronavirus testing centre labelled ‘absolutely ridiculous’ choice of venue https://t.co/1mazwcu5lk
F,"Coronavirus scare: China imports stop, mobile market in Noida feels heat | Noida News - Times of India #coronavirus #coronarvirues #CoronaOutbreak #Wuhan #China #COVID19 https://t.co/dsxV9NW3L9"
F,"@VisionEconomic1 for weeks and got better with antiviral drugs. But nobody they came in contact with tested positive. Then the Italian couple in the North got it and it's like frickin Italian Wuhan, the whole family, the doctors, hundreds of people they met, super virulent, serious condition.."
F,"Repost: Los Alamos Experts Warn Covid-19 ""Almost Certainly Cannot Be Contained"", Project Up To 4.4 Million Dead | Zero Hedge https://t.co/UP4WNTVwLe"
F,Wuhan's cat rescuer: the man saving pets abandoned during coronavirus outbreak – video https://t.co/rdAu1zhbL8
F,Coronavirus continues to confuse phase one trade deal progre... https://t.co/66ySIaFV59
F,"Did The Diamond Princess ""Quarantine"" Just Infect More People With Covid-19 And Spread It Further? | Zero Hedge https://t.co/YmhiBFdKpJ"
F,"@Pinkgelato15 @MsRonnyB @smh @latikambourke This hero worship of a man who who mines iron ore and grows cows, and who has ripped off Native Title owners in the million$ for years and tried to fatigue them in court, and who influenced govt to force people into the CDC Indue card thus destroying lives, astounds me. #notahero"
F,"@MriaHajzer @Gianlui91580067 @JoshuaAssaraf @Roni4488 @NYCREMilton Russia and The Chinese are on a land grab mission, hand an hand ! All over the world! China has been stealing gold an diamonds for years from Africans! This is why Venezuela is not improving! https://t.co/ICDarDJgEI"
F,omg is china shooting its citizens? #CoronavirusOutbreak https://t.co/KsJvBrK0Pd
F,@jenniferatntd Damn it is not allowed go out shopping on China 🤦
F,@JewelDole @aetiology Or get exterminated because of the Chinese Propaganda blaming everything but themselves for the virus going epidemic
F,Trump says the coronavirus is a Democratic hoax. And Republicans complain the virus has become politicized. With zero sense of irony. Just pathetic
F,"""A source with knowledge of the Peace Corps’ China program told The Hill the decision to leave the country was closely held at the highest levels, with political appointees sidelining the career staff who oversee the program..."" @RebeccaBeitsch https://t.co/p7H9toiOPr"
F,'New technology and better coordination have sped up development. But a coronavirus vaccine is still months — and most likely years — away.' Researchers Are Racing to Make a Coronavirus Vaccine. Will It Help? https://t.co/zGCIIMu1gP
F,@jonst0kes Here’s my take of that lens. China needs the world to contain this before they are in the clear. They don’t want to call it a pandemic because that implies it is unstoppable. It’s not. China wants the world to stop it so they can go back to work
F,$CVS: CVS Health to waive co-pays for COVID-19 diagnostic testing for Aetna members https://t.co/m5qDVDyOBY
F,@marcorubio Your boss won’t let the head of the CDC speak without pre-clearing the message
F,"@ThePoqito @OurHealthOregon Even more reality, we don't need big pharmas drugs. They and most of the medical industry are not in the business of curing, no money in healthy people....pretty much any natural illness has a cure on this earth. Man made illness however, is a real thing, as you know. Ie Corona"
F,"Coronavirus: Anambra warns citizens against travelling to Wuhan, China The Anambra State Government has banned its citizens from travelling to Wuhan, China following the outbreak of Coronavirus. A statement by the Commissioner for Information and Public https://t.co/ZtDxt8K4Cf https://t.co/RZ42atSjkF"
F,@guardian It’s all about the money and will the USA be able to match the money China is offering
F,@realDonaldTrump @CarnivalCruise @MickyArison DJTs GREATEST HITS ❌DEAL on middle class tax cut ❌DEAL on Rx Prices ❌DEAL on health care ❌DEAL on Infrastructure ❌DEAL on spending cuts ❌DEAL on China trade ❌DEAL on Middle East peace ❌DEAL on North Korea
F,"@KimIversenShow @zlj517 Some countries in the west have never been afraid to use up their bullets against the people of weak countries. When it comes to China, they suddenly become the saviors of the terrorists, and the terrorists look like victims"
F,"With Worst Economy in Decades, Will Wuhan's Deadly Coronavirus Be the Catalyst for China's Economic Collapse? https://t.co/ChIJ4NSoUk via @gatewaypundit"
F,"Aircrafts 'Locked' at Heathrow Airport, Including One From Malaysia Due to a Coronavirus… https://t.co/w9fZHRIVoR"
F,@HuffPost Result of China's long-run policy: #China is the largest foreign holder of U.S. Treasury securities. #ChinaVirus https://t.co/u4rNlikyI1
F,"“When you look at Missouri, the rural areas actually have much higher suicidal rates even compared to the urban areas and the rate can be as high as 22 per every 100,000 individuals living in rural counties,"" said Dr. Stanislaus. https://t.co/TJpId7L1DP #mentalhealth #agsafety"
F,Really? There is no echo wave back into China. Your present numbers are real? https://t.co/iVLrqSFAjR
F,"This is a main stream media trend: declare something as a conspiracy theory and then weeks later, without explanation, start reporting it as fact https://t.co/gq3BLeRnv9"
F,"It's our best guess that #BillGates is responsible for the engineering &amp; creation of the #Coronavirus. He owns the vaccine's patent. When #Trump was elected, time ran out for his plan to release it in the US, so he decided on a scare tactic &amp; he released it in #China instead"
F,Counterpoint: fair pricing (referred to as *gouging* in this article) is the most efficient way to distribute supplies in times of crisis and helps discourage people from stockpiling beyond their requirements https://t.co/NuTi0lWGYb
F,@MaddowBlog @maddow Rachel I’m Canadian and my daughter is a teacher in Seoul SK and she just text me and said in the past 3 days the coronavirus cases has triple and the schools are all closing down and the available of masks are almost impossible to get
F,"Charles, CDC grossly incompetent and irresponsible statement to tank the market. Are they deep staters? If you were Pres, would you accept your own CDC saying they are too incompetent to do their jobs? Would you accept statement to panic and make a run on the grocery store? https://t.co/0DAD7w4IAE"
F,"Corona virus is going to severely impact global manufacturing no doubt. The power and strategic importance of local production capability becomes apparent. In this regard, Australia is not in a good place. On the plus side, though we grow a lot of food and we have CSL. \o/"
F,Rail freight tanker is stamped with COVID-19
F,Australian hospitals issued a warning over petrol pumps’ role in COVID-19 spread
F,Amit Shah tests positive for COVID-19
F,Police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19
F,Air forces in Sri Lanka and the Philippines are spraying COVID-19 disinfectant from military helicopters
F,A drop of 21 million cellphone subscribers in China in early 2020 documents that the death toll from COVID-19 was vastly underreported in that country
F,Photo shows army trucks in Italy carrying bodies of fatalities from coronavirus disease or COVID-19
F,"Covid-19 positive cases in Nagapur reach 59, a team from Sweden coming to Nagpur to conduct tests"
F,FB post warning people to stay at home during COVID pandemic carries photo of coffins in 'Italy'
F,Italian PM said that the country has surrendered to the Covid-19 pandemic
F,A new vaccine for COVID-19 has been developed
F,Photo shows COVID-19 vaccine that can kill infection in three hours
F,"American pharmaceutical company Roche Diagnostics will release COVID-19 vaccine ""on Sunday"""
F,Italy has run out of doctors amid COVID-19 pandemic
F,A vaccine meant for cattle can be used to fight COVID-19
F,Drinking hot water with lemons will cure or prevent COVID-19; drinking hot water with lemons and sodium bicarbonate will “alkalize the immune system” and cure or prevent COVID-19
